ComplexName,SubunitName,RegulatedGene,RegulationType,NumOfSubunits
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,IL2,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,IL2,Unknown,5
hs4 enhancer complex (faster migrating complex),NFKB1,IL2,Activation,5
hs4 enhancer complex (faster migrating complex),NFKB1,IL2,Unknown,5
hs4 enhancer complex (faster migrating complex),POU2F1,IL2,Activation,5
hs4 enhancer complex (faster migrating complex),POU2F1,IL2,Unknown,5
hs4 enhancer complex (faster migrating complex),RELA,IL2,Activation,5
hs4 enhancer complex (faster migrating complex),RELA,IL2,Unknown,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,IL2,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,IL2,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,IL2,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,IL2,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,IL2,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,IL2,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,IL2,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,IL2,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,IL2,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,IL2,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,IL2,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,IL2,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IL2,Activation,2
p50-p65 NF(kappa)B complex,RELA,IL2,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL2,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL2,Unknown,3
NFKB1-STAT3 complex,NFKB1,IL2,Activation,2
NFKB1-STAT3 complex,NFKB1,IL2,Unknown,2
NFKB1-STAT3 complex,STAT3,IL2,Activation,2
NFKB1-STAT3 complex,NFKB1,IL21,Unknown,2
NFKB1-STAT3 complex,STAT3,IL21,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,IL23A,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,IL23A,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IL23A,Activation,2
p50-p65 NF(kappa)B complex,RELA,IL23A,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL23A,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL23A,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL23A,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL23A,Unknown,3
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,IL2RA,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,REL,IL2RA,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,IL2RA,Unknown,5
hs4 enhancer complex (faster migrating complex),NFKB1,IL2RA,Unknown,5
hs4 enhancer complex (faster migrating complex),POU2F1,IL2RA,Unknown,5
hs4 enhancer complex (faster migrating complex),RELA,IL2RA,Unknown,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,IL2RA,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,IL2RA,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,IL2RA,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,IL2RA,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,IL2RA,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,IL2RA,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,IL2RA,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IL2RA,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL2RA,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL2RA,Unknown,3
NFKB1-STAT3 complex,NFKB1,IL2RA,Unknown,2
NFKB1-STAT3 complex,STAT3,IL2RA,Unknown,2
hs4 enhancer complex (faster migrating complex),NFKB1,IL4,Unknown,5
hs4 enhancer complex (faster migrating complex),POU2F1,IL4,Repression,5
hs4 enhancer complex (faster migrating complex),RELA,IL4,Unknown,5
hs4 enhancer complex (faster migrating complex),YY1,IL4,Activation,5
p50-p65 NF(kappa)B complex,NFKB1,IL4,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IL4,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL4,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL4,Unknown,3
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,IL6,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,IL6,Repression,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,IL6,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,REL,IL6,Repression,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,IL6,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,IL6,Repression,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,IL6,Unknown,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,IL6,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,IL6,Repression,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,IL6,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,IL6,Repression,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,IL6,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,IL6,Repression,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,IL6,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,IL6,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,IL6,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,IL6,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,IL6,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,IL6,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,IL6,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,IL6,Unknown,12
p50-p65 NF(kappa)B complex,NFKB1,IL6,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,IL6,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,IL6,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IL6,Activation,2
p50-p65 NF(kappa)B complex,RELA,IL6,Repression,2
p50-p65 NF(kappa)B complex,RELA,IL6,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL6,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL6,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IL6,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL6,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL6,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IL6,Unknown,3
NFKB1-STAT3 complex,NFKB1,IL6,Activation,2
NFKB1-STAT3 complex,NFKB1,IL6,Repression,2
NFKB1-STAT3 complex,NFKB1,IL6,Unknown,2
NFKB1-STAT3 complex,STAT3,IL6,Activation,2
NFKB1-STAT3 complex,STAT3,IL6,Repression,2
NFKB1-STAT3 complex,STAT3,IL6,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,IRF1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,IRF1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IRF1,Activation,2
p50-p65 NF(kappa)B complex,RELA,IRF1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IRF1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IRF1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IRF1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IRF1,Unknown,3
NFKB1-STAT3 complex,NFKB1,IRF1,Activation,2
NFKB1-STAT3 complex,NFKB1,IRF1,Unknown,2
NFKB1-STAT3 complex,STAT3,IRF1,Activation,2
NFKB1-STAT3 complex,STAT3,IRF1,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,IRF4,Activation,2
p50-p65 NF(kappa)B complex,RELA,IRF4,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IRF4,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IRF4,Activation,3
hs4 enhancer complex (faster migrating complex),NFKB1,IRF7,Activation,5
hs4 enhancer complex (faster migrating complex),NFKB1,IRF7,Unknown,5
hs4 enhancer complex (faster migrating complex),RELA,IRF7,Activation,5
hs4 enhancer complex (faster migrating complex),RELA,IRF7,Unknown,5
hs4 enhancer complex (faster migrating complex),YY1,IRF7,Unknown,5
p50-p65 NF(kappa)B complex,NFKB1,IRF7,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,IRF7,Unknown,2
p50-p65 NF(kappa)B complex,RELA,IRF7,Activation,2
p50-p65 NF(kappa)B complex,RELA,IRF7,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IRF7,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,IRF7,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IRF7,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,IRF7,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,ITGAX,Unknown,2
p50-p65 NF(kappa)B complex,RELA,ITGAX,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,ITGAX,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,ITGAX,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,JUNB,Activation,2
p50-p65 NF(kappa)B complex,RELA,JUNB,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,JUNB,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,JUNB,Activation,3
NFKB1-STAT3 complex,NFKB1,JUNB,Activation,2
NFKB1-STAT3 complex,STAT3,JUNB,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,KDM2A,Unknown,2
p50-p65 NF(kappa)B complex,RELA,KDM2A,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,KDM2A,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,KDM2A,Unknown,3
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,KLK3,Activation,5
NFKB1-NFKB2-REL-RELA-RELB complex,NFKB1,KLK3,Repression,5
NFKB1-NFKB2-REL-RELA-RELB complex,REL,KLK3,Unknown,5
NFKB1-NFKB2-REL-RELA-RELB complex,RELA,KLK3,Repression,5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,KLK3,Activation,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",NFKB1,KLK3,Repression,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",REL,KLK3,Unknown,12
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",RELA,KLK3,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,KLK3,Activation,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,NFKB1,KLK3,Repression,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,REL,KLK3,Unknown,12
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex,RELA,KLK3,Repression,12
p50-p65 NF(kappa)B complex,NFKB1,KLK3,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,KLK3,Repression,2
p50-p65 NF(kappa)B complex,RELA,KLK3,Repression,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,KLK3,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,KLK3,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,KLK3,Repression,3
p50-p65 NF(kappa)B complex,NFKB1,LCN2,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,LCN2,Unknown,2
p50-p65 NF(kappa)B complex,RELA,LCN2,Activation,2
p50-p65 NF(kappa)B complex,RELA,LCN2,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,LCN2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,LCN2,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,LCN2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,LCN2,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,LIPE,Activation,2
p50-p65 NF(kappa)B complex,RELA,LIPE,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,LIPE,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,LIPE,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,LPL,Activation,2
p50-p65 NF(kappa)B complex,RELA,LPL,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,LPL,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,LPL,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,LTC4S,Repression,2
p50-p65 NF(kappa)B complex,RELA,LTC4S,Repression,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,LTC4S,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,LTC4S,Repression,3
p50-p65 NF(kappa)B complex,NFKB1,MADCAM1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MADCAM1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MADCAM1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MADCAM1,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,MAT2A,Activation,2
p50-p65 NF(kappa)B complex,RELA,MAT2A,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MAT2A,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MAT2A,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,MCL1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,MCL1,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,MCL1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MCL1,Activation,2
p50-p65 NF(kappa)B complex,RELA,MCL1,Repression,2
p50-p65 NF(kappa)B complex,RELA,MCL1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MCL1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MCL1,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MCL1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MCL1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MCL1,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MCL1,Unknown,3
NFKB1-STAT3 complex,NFKB1,MCL1,Activation,2
NFKB1-STAT3 complex,NFKB1,MCL1,Repression,2
NFKB1-STAT3 complex,NFKB1,MCL1,Unknown,2
NFKB1-STAT3 complex,STAT3,MCL1,Activation,2
NFKB1-STAT3 complex,STAT3,MCL1,Repression,2
NFKB1-STAT3 complex,STAT3,MCL1,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,MGMT,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MGMT,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MGMT,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MGMT,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,MICA,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MICA,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MICA,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MICA,Unknown,3
NFKB1-STAT3 complex,NFKB1,MICA,Unknown,2
NFKB1-STAT3 complex,STAT3,MICA,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,MIF,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MIF,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MIF,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MIF,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,MMP1,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,MMP1,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MMP1,Activation,2
p50-p65 NF(kappa)B complex,RELA,MMP1,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP1,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP1,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP1,Unknown,3
NFKB1-STAT3 complex,NFKB1,MMP1,Activation,2
NFKB1-STAT3 complex,NFKB1,MMP1,Unknown,2
NFKB1-STAT3 complex,STAT3,MMP1,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,MMP13,Activation,2
p50-p65 NF(kappa)B complex,RELA,MMP13,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP13,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP13,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,MMP14,Activation,2
p50-p65 NF(kappa)B complex,RELA,MMP14,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP14,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP14,Activation,3
NFKB1-STAT3 complex,NFKB1,MMP14,Activation,2
NFKB1-STAT3 complex,STAT3,MMP14,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,MMP2,Activation,2
p50-p65 NF(kappa)B complex,RELA,MMP2,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP2,Activation,3
NFKB1-STAT3 complex,NFKB1,MMP2,Activation,2
NFKB1-STAT3 complex,STAT3,MMP2,Activation,2
NFKB1-STAT3 complex,STAT3,MMP2,Repression,2
NFKB1-STAT3 complex,STAT3,MMP2,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,MMP3,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MMP3,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP3,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP3,Unknown,3
NFKB1-STAT3 complex,NFKB1,MMP3,Unknown,2
NFKB1-STAT3 complex,STAT3,MMP3,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,MMP9,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,MMP9,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,MMP9,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MMP9,Activation,2
p50-p65 NF(kappa)B complex,RELA,MMP9,Repression,2
p50-p65 NF(kappa)B complex,RELA,MMP9,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP9,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP9,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MMP9,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP9,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP9,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MMP9,Unknown,3
NFKB1-STAT3 complex,NFKB1,MMP9,Activation,2
NFKB1-STAT3 complex,NFKB1,MMP9,Repression,2
NFKB1-STAT3 complex,NFKB1,MMP9,Unknown,2
NFKB1-STAT3 complex,STAT3,MMP9,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,MUC17,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MUC17,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MUC17,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MUC17,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,MUC2,Activation,2
p50-p65 NF(kappa)B complex,RELA,MUC2,Activation,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MUC2,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MUC2,Activation,3
p50-p65 NF(kappa)B complex,NFKB1,MUC5AC,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MUC5AC,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MUC5AC,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MUC5AC,Unknown,3
p50-p65 NF(kappa)B complex,NFKB1,MUC5B,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MUC5B,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MUC5B,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MUC5B,Unknown,3
NFKB1-STAT3 complex,NFKB1,MUC5B,Unknown,2
NFKB1-STAT3 complex,STAT3,MUC5B,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,MUC6,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MUC6,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MUC6,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MUC6,Unknown,3
hs4 enhancer complex (faster migrating complex),NFKB1,MYC,Activation,5
hs4 enhancer complex (faster migrating complex),NFKB1,MYC,Repression,5
hs4 enhancer complex (faster migrating complex),NFKB1,MYC,Unknown,5
hs4 enhancer complex (faster migrating complex),RELA,MYC,Activation,5
hs4 enhancer complex (faster migrating complex),RELA,MYC,Repression,5
hs4 enhancer complex (faster migrating complex),RELA,MYC,Unknown,5
hs4 enhancer complex (faster migrating complex),YY1,MYC,Activation,5
hs4 enhancer complex (faster migrating complex),YY1,MYC,Repression,5
hs4 enhancer complex (faster migrating complex),YY1,MYC,Unknown,5
p50-p65 NF(kappa)B complex,NFKB1,MYC,Activation,2
p50-p65 NF(kappa)B complex,NFKB1,MYC,Repression,2
p50-p65 NF(kappa)B complex,NFKB1,MYC,Unknown,2
p50-p65 NF(kappa)B complex,RELA,MYC,Activation,2
p50-p65 NF(kappa)B complex,RELA,MYC,Repression,2
p50-p65 NF(kappa)B complex,RELA,MYC,Unknown,2
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MYC,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MYC,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,NFKB1,MYC,Unknown,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MYC,Activation,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MYC,Repression,3
p50-p65 NF(kappa)B-SRC1 complex,RELA,MYC,Unknown,3
NFKB1-STAT3 complex,NFKB1,MYC,Activation,2
NFKB1-STAT3 complex,NFKB1,MYC,Repression,2
NFKB1-STAT3 complex,NFKB1,MYC,Unknown,2
NFKB1-STAT3 complex,STAT3,MYC,Activation,2
NFKB1-STAT3 complex,STAT3,MYC,Repression,2
NFKB1-STAT3 complex,STAT3,MYC,Unknown,2
p50-p65 NF(kappa)B complex,NFKB1,NAMPT,Activation,2
p50-p65 NF(kappa)B complex,RELA,NAMPT,Activation,2
